location_id,Name,long_deg,lon_min,lon_sec,lat_deg,lat_min,lat_sec,longitude,latitude,p_1880,p_1890,p_1900,p_1910,G_1880,S_1880,G_1890,S_1890,D_1900,S_1900,G_1910,S_1910,prob,places,
429,Klein-Venedig,14,28,35,46,38,38,14.4764,46.6439,22,28,18,19,0,22,13,15,6,12,13,6,0,Preliebl,#DIV/0!
430,Werda,14,27,52,46,37,52,14.4644,46.6311,60,36,35,36,0,60,36,0,4,31,26,10,0,Rotschitzen,#DIV/0!
431,Wölfnitz,14,30,2,46,36,44,14.5006,46.6122,52,74,74,60,3,49,14,60,30,44,29,31,0.0576923077,Unter-Schlossberg,#DIV/0!
432,Ober-Wuchel,14,27,4,46,37,54,14.4511,46.6317,52,59,45,30,0,52,0,59,0,45,7,23,0,Schwanein,#DIV/0!
433,Unter-Wuchel,14,27,3,46,37,33,14.4508,46.6258,32,34,33,38,0,32,0,34,1,32,13,25,0,Thal,0
434,Zapfendorf,14,28,49,46,36,49,14.4803,46.6136,45,35,42,36,1,44,0,35,0,42,22,14,0.0222222222,Trabesing,#DIV/0!
435,Gemeinde Hörtendorf,,,,,,,,,657,751,780,716,584,73,302,449,682,98,465,251,0.8888888889,Tretram,#DIV/0!
436,Aich,14,22,50,46,37,37,14.3806,46.6269,16,16,16,21,16,0,2,14,16,0,19,2,1,Tschachoritsch,#DIV/0!
437,Blasendorf,14,21,54,46,38,36,14.365,46.6433,33,43,41,32,28,5,26,17,37,4,28,4,0.8484848485,Tschresthal,#DIV/0!
438,Farchern,14,23,4,46,38,38,14.3844,46.6439,52,52,38,42,39,13,39,13,35,3,35,7,0.75,Wegscheide,#DIV/0!
439,Gottesbichl,14,22,7,46,39,10,14.3686,46.6528,48,55,59,59,44,4,31,24,54,5,57,2,0.9166666667,Wurdach,0
440,Guttendorf,14,22,58,46,37,52,14.3828,46.6311,119,111,128,125,106,13,13,98,112,16,57,68,0.8907563025,Drasing (Schloss),#DIV/0!
441,Hörtendorf,14,23,59,46,38,7,14.3997,46.6353,134,141,162,137,127,7,57,84,124,38,56,81,0.947761194,Freienthurn (Schloss Freyenthurn),#DIV/0!
442,St. Jakob,14,21,39,46,37,47,14.3608,46.6297,1906,1916,1926,1936,22,4,7,26,33,4,33,14,0.0115424974,Görtschach,#DIV/0!
443,Krastowitz,14,21,15,46,38,49,14.3542,46.6469,28,71,74,56,28,0,36,35,72,2,51,5,1,Gurlitsch,#DIV/0!
444,Limmersdorf,14,23,15,46,37,45,14.3875,46.6292,78,79,92,65,69,9,48,31,70,22,30,35,0.8846153846,Hornstein (Schloss),#DIV/0!
445,Nessendorf,14,21,28,46,39,24,14.3578,46.6567,34,36,31,37,27,7,0,36,31,0,37,0,0.7941176471,Krumpendorf,#DIV/0!
446,Pichlern,14,20,36,46,38,48,14.3433,46.6467,25,45,33,24,24,1,41,4,33,0,24,0,0.96,Leinsdorf,#DIV/0!
447,Pokeritsch,14,21,53,46,37,57,14.3647,46.6325,64,69,69,71,54,10,2,67,65,4,38,33,0.84375,Nussberg,#DIV/0!
448,Gemeinde Keutschach,,,,,,,,,1636,1751,1662,1710,58,1578,82,1669,515,1147,433,1277,0.0354523227,Pirk,#DIV/0!
449,St. Anna,14,10,25,46,36,29,14.1736,46.6081,28,38,28,31,0,28,0,38,20,8,26,5,0,St. Primus,1
450,Dobein,14,9,10,46,34,19,14.1528,46.5719,67,68,62,51,0,67,2,66,21,41,16,35,0,Pritschitz,#DIV/0!
451,Dobeinitz,14,11,33,46,35,14,14.1925,46.5872,61,90,97,76,0,61,5,85,15,82,7,69,0,Srallach (Sallach?),0.1304347826
452,Höflein,14,13,10,46,35,20,14.2194,46.5889,64,61,52,58,0,64,0,61,9,43,0,58,0,Tultschnig,#DIV/0!
453,Höhe,14,8,17,46,36,12,14.1381,46.6033,83,92,108,82,0,83,0,92,0,108,1,81,0,Dellach,#DIV/0!
454,Keutschach,14,11,18,46,35,35,14.1883,46.5931,73,75,82,97,13,60,14,61,31,51,23,74,0.1780821918,Falkenberg,#DIV/0!
455,Leisbach,14,13,51,46,35,39,14.2308,46.5942,86,107,96,82,2,84,0,107,42,54,3,79,0.023255814,Goritschitzen,#DIV/0!
456,Linden,14,9,1,46,36,11,14.1503,46.6031,75,82,69,58,0,75,0,82,0,69,6,52,0,Görtschach,#DIV/0!
457,St. Margarethen,14,9,18,46,35,50,14.155,46.5972,50,62,46,39,0,50,0,62,0,46,0,39,0,Hallegg,#DIV/0!
458,Maria Loretto (Maiernigg),14,14,17,46,36,45,14.2381,46.6125,22,19,17,11,22,0,18,1,16,1,11,0,1,Lendorf,#DIV/0!
459,Maria Wörth,14,9,52,46,37,3,14.1644,46.6175,1907,1917,1927,1937,3,59,5,50,38,5,56,59,0.0015731515,Mageregg,#DIV/0!
460,St. Nikolai,14,12,42,46,35,27,14.2117,46.5908,35,37,38,26,6,29,0,37,3,35,1,25,0.1714285714,Poppichl,#DIV/0!
461,Pertitschach,14,13,17,46,35,30,14.2214,46.5917,57,56,66,68,0,57,2,54,15,51,4,64,0,Seltenheim,#DIV/0!
462,Plaschischen,14,10,3,46,35,31,14.1675,46.5919,104,113,101,80,9,95,5,108,0,101,1,79,0.0865384615,Simislau,#DIV/0!
463,Plescherken,14,8,54,46,35,16,14.1483,46.5878,173,170,143,173,0,173,5,165,24,119,7,166,0,Trettnig,#DIV/0!
464,Raunach,14,10,52,46,36,4,14.1811,46.6011,60,41,46,56,0,60,0,41,27,19,44,12,0,Tultschnig,#DIV/0!
465,Rauth,14,11,33,46,35,47,14.1925,46.5964,103,99,104,124,0,103,0,99,8,96,3,121,0,Waltendorf,#DIV/0!
466,Reauz,14,14,2,46,35,3,14.2339,46.5842,135,138,106,103,0,135,9,129,25,81,13,90,0,Winklern,#DIV/0!
467,Reifnitz,14,10,41,46,36,18,14.1781,46.605,148,177,188,221,2,146,7,170,150,38,158,63,0.0135135135,Wölfnitz,0
468,Schaliessnitz,14,10,38,46,35,27,14.1772,46.5908,36,43,36,49,0,36,0,43,0,36,0,49,0,Worounz,0
469,Sekirn,14,12,27,46,36,27,14.2075,46.6075,114,128,134,110,1,113,10,118,71,63,53,57,0.0087719298,Bach,#N/A
470,Gemeinde Köttmannsdorf,,,,,,,,,1347,1277,1397,1442,63,1284,108,1169,401,996,614,828,0.0467706013,Niederdörfl,#DIV/0!
471,Aich,14,16,18,46,34,8,14.2717,46.5689,40,35,37,38,0,40,0,35,0,37,0,38,0,Edling,#DIV/0!
472,Gaisach,14,16,19,46,33,34,14.2719,46.5594,19,17,22,30,0,19,7,10,0,22,0,30,0,Fellersdorf,#DIV/0!
473,St. Gandolf,14,14,22,46,33,32,14.2394,46.5589,74,62,56,48,2,72,3,59,38,18,20,28,0.027027027,Groß-Kleinberg,#DIV/0!
474,Göriach,14,15,39,46,33,24,14.2608,46.5567,64,61,59,81,0,64,0,61,12,47,31,50,0,Ludmannsdorf,#DIV/0!
475,Hollenburg,14,15,40,46,32,51,14.2611,46.5475,27,15,31,38,8,19,15,0,17,14,28,10,0.2962962963,Moschenitzen,#DIV/0!
476,Köttmannsdorf,14,14,0,46,33,45,14.2333,46.5625,1908,1918,1928,1938,15,303,18,251,143,176,115,206,0.0078616352,Muschkau,#DIV/0!
477,Lambichl,14,16,51,46,34,40,14.2808,46.5778,48,48,71,105,12,36,27,21,45,26,64,41,0.25,Neusass,#DIV/0!
478,St. Margarethen,14,12,11,46,33,20,14.2031,46.5556,64,57,72,64,0,64,0,57,0,72,40,24,0,Pugrad,#DIV/0!
479,Mostitz,14,12,3,46,34,6,14.2008,46.5683,43,35,42,40,0,43,0,35,6,36,36,4,0,Wellersdorf,#DIV/0!
480,Plöschenberg,14,13,49,46,34,14,14.2303,46.5706,77,73,80,68,5,72,0,73,11,69,16,52,0.0649350649,Zedras,0
481,Preliebl,14,14,34,46,33,5,14.2428,46.5514,88,97,74,72,0,88,0,97,21,53,30,42,0,Arndorf,#N/A
482,Rotschitzen,14,16,11,46,34,22,14.2697,46.5728,48,58,56,50,1,47,8,50,0,56,15,35,0.0208333333,Bergl,#N/A
483,Unter-Schlossberg,14,15,11,46,32,43,14.2531,46.5453,42,48,58,51,2,40,18,30,31,27,34,17,0.0476190476,Dellach,#DIV/0!
484,Schwanein,14,15,35,46,34,29,14.2597,46.5747,35,38,43,39,0,35,1,37,7,36,0,39,0,Gröblach,#DIV/0!
485,Thal,14,16,52,46,34,48,14.2811,46.58,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,Hart,#DIV/0!
486,Trabesing,14,15,13,46,34,13,14.2536,46.5703,41,41,30,58,0,41,0,41,8,22,10,48,0,Höfern,#DIV/0!
487,Tretram,14,15,37,46,33,48,14.2603,46.5633,44,34,29,35,4,40,11,23,7,22,11,24,0.0909090909,Judendorf,#DIV/0!
488,Tschachoritsch,14,13,8,46,33,14,14.2189,46.5539,96,127,114,122,6,90,0,127,24,90,46,76,0.0625,Kading,#DIV/0!
489,Tschresthal,14,11,49,46,33,49,14.1969,46.5636,67,74,65,58,0,67,0,74,0,65,39,19,0,Karnburg,#DIV/0!
490,Wegscheide,14,15,45,46,33,7,14.2625,46.5519,22,21,42,32,6,16,0,21,31,11,22,10,0.2727272727,Kuchling,#DIV/0!
491,Wurdach,14,12,16,46,34,25,14.2044,46.5736,90,67,97,92,2,88,0,67,0,97,57,35,0.0222222222,Ober-Leibnitz,#DIV/0!
492,Gemeinde Krumpendorf,,,,,,,,,683,693,751,800,457,226,390,303,581,170,750,50,0.6691068814,Lind,#DIV/0!
493,Drasing (Schloss),14,13,8,46,38,20,14.2189,46.6389,1909,1919,1929,1939,47,20,37,34,60,11,44,0,0.02462022,Maria Saal,#DIV/0!
494,Freienthurn (Schloss Freyenthurn),14,15,26,46,37,32,14.2572,46.6256,82,78,79,84,73,9,69,9,75,4,84,0,0.8902439024,Meilsberg,#DIV/0!
495,Görtschach,14,13,57,46,38,16,14.2325,46.6378,41,35,38,41,39,2,9,26,30,8,41,0,0.9512195122,Meiselberg,#DIV/0!
496,Gurlitsch,14,13,59,46,37,43,14.2331,46.6286,73,76,83,93,63,10,49,27,81,2,93,0,0.8630136986,St. Michael am Zollfeld,0.9864864865
497,Hornstein (Schloss),14,13,32,46,38,8,14.2256,46.6356,11,8,18,22,7,4,5,3,18,0,22,0,0.6363636364,Möderndorf,#DIV/0!
498,Krumpendorf,14,12,20,46,37,46,14.2056,46.6294,95,134,192,238,81,14,85,49,158,34,224,14,0.8526315789,Pflugern,#DIV/0!
499,Leinsdorf,14,12,9,46,37,28,14.2025,46.6244,113,76,93,114,25,88,17,59,30,63,101,13,0.2212389381,Poppichl,#DIV/0!
500,Nussberg,14,13,54,46,39,10,14.2317,46.6528,47,37,28,24,39,8,34,3,28,0,24,0,0.829787234,Pörtschach am Berg,#DIV/0!
501,Pirk,14,11,48,46,38,12,14.1967,46.6367,59,56,49,54,14,45,7,49,14,35,36,18,0.2372881356,Possau,#DIV/0!
502,St. Primus,14,16,35,46,38,15,14.2764,46.6375,9,8,10,12,9,0,8,0,10,0,12,0,1,Ratzendorf,#DIV/0!
503,Pritschitz,14,11,4,46,37,33,14.1844,46.6258,0,27,0,0,0,0,4,23,0,0,0,0,#DIV/0!,Rosendorf,#DIV/0!
504,Srallach (Sallach?),14,10,18,46,37,49,14.1717,46.6303,62,65,66,54,37,25,44,21,53,13,49,5,0.5967741935,Rotheis,#DIV/0!
505,Tultschnig,14,14,30,46,39,17,14.2417,46.6547,24,22,24,20,23,1,22,0,24,0,20,0,0.9583333333,Sagrad,#DIV/0!
506,Gemeinde Lendorf,,,,,,,,,810,785,833,768,766,44,774,11,833,0,751,17,0.9456790123,Stadlhof,0.1304347826
507,Dellach,14,16,10,46,39,6,14.2694,46.6517,16,17,19,18,16,0,17,0,19,0,18,0,1,Stegendorf,0.1304347826
508,Falkenberg,14,15,44,46,38,24,14.2622,46.64,12,15,21,18,12,0,15,0,21,0,18,0,1,Stuttern,0.1304347826
509,Goritschitzen,14,12,47,46,39,14,14.2131,46.6539,17,16,20,16,17,0,16,0,20,0,16,0,1,Techmannsdorf,0
510,Görtschach,14,13,57,46,38,16,14.2325,46.6378,1910,1920,1930,1940,26,0,26,0,24,0,15,2,0.0136125654,Thurn,0
511,Hallegg,14,14,23,46,38,55,14.2397,46.6486,12,32,36,32,12,0,32,0,36,0,32,0,1,Töltschach,0
512,Lendorf,14,16,35,46,39,27,14.2764,46.6575,136,129,122,104,130,6,128,1,122,0,103,1,0.9558823529,Treffelsdorf,#DIV/0!
513,Mageregg,14,17,55,46,39,15,14.2986,46.6542,99,88,97,109,82,17,88,0,97,0,101,8,0.8282828283,Willersdorf,#DIV/0!
514,Poppichl,14,18,1,46,40,9,14.3003,46.6692,16,25,8,16,16,0,25,0,8,0,16,0,1,Winklern,#DIV/0!
515,Seltenheim,14,15,12,46,39,33,14.2533,46.6592,68,55,69,64,65,3,50,5,69,0,64,0,0.9558823529,Wriessnitz,0
516,Simislau,14,12,39,46,39,26,14.2108,46.6572,14,11,14,14,14,0,11,0,14,0,14,0,1,Wutschein,0
517,Trettnig,14,15,37,46,38,52,14.2603,46.6478,51,42,42,33,50,1,42,0,42,0,33,0,0.9803921569,Zell,0
518,Tultschnig,14,14,30,46,39,17,14.2417,46.6547,58,53,57,49,46,12,52,1,57,0,49,0,0.7931034483,Zollfeld,0
519,Waltendorf,14,16,32,46,38,52,14.2756,46.6478,97,88,67,82,95,2,88,0,67,0,80,2,0.9793814433,Arndorf,#N/A
520,Winklern,14,16,39,46,38,31,14.2775,46.6419,85,90,114,94,84,1,87,3,114,0,92,2,0.9882352941,St. Bartlmä,0.1086956522
521,Wölfnitz,14,15,22,46,40,2,14.2561,46.6672,62,52,77,62,62,0,52,0,77,0,62,0,1,Grailitz,#DIV/0!
522,Worounz,14,14,43,46,38,29,14.2453,46.6414,41,46,46,40,39,2,45,1,46,0,38,2,0.9512195122,Hadanig,#DIV/0!
523,Gemeinde Ludmannsdorf,,,,,,,,,789,826,777,755,0,789,14,812,10,767,30,725,0,Karl,#DIV/0!
524,Bach,14,9,8,46,32,49,14.1522,46.5469,52,51,54,36,0,52,0,51,0,54,0,36,0,St. Martin am Techelsberg,0.088
525,Niederdörfl,14,10,19,46,32,32,14.1719,46.5422,64,56,57,58,0,64,0,56,0,57,0,58,0,Pavor,#DIV/0!
526,Edling,14,8,54,46,32,26,14.1483,46.5406,77,76,59,66,0,77,0,76,0,59,0,66,0,Pernach,#DIV/0!
527,Fellersdorf,14,9,29,46,32,41,14.1581,46.5447,1911,1921,1931,1941,0,30,0,37,0,28,0,27,0,Saag,#DIV/0!
528,Groß-Kleinberg,14,9,15,46,33,6,14.1542,46.5517,53,59,63,45,0,53,0,59,0,63,0,45,0,Schwarzendorf,#DIV/0!
529,Ludmannsdorf,14,8,9,46,32,28,14.1358,46.5411,89,104,101,108,0,89,5,99,9,92,10,98,0,Sekul,#DIV/0!
530,Moschenitzen,14,9,14,46,32,21,14.1539,46.5392,61,64,54,56,0,61,0,64,0,54,0,56,0,Tiebitsch,0
531,Muschkau,14,11,14,46,32,57,14.1872,46.5492,28,21,18,20,0,28,0,21,0,18,5,15,0,Töpriach,0
532,Neusass,14,11,25,46,33,20,14.1903,46.5556,107,97,106,107,0,107,9,88,1,105,2,105,0,Töschling,#DIV/0!
533,Pugrad,14,8,21,46,32,49,14.1392,46.5469,90,113,105,101,0,90,0,113,0,105,13,88,0,Trabenig,#DIV/0!
534,Wellersdorf,14,11,5,46,32,37,14.1847,46.5436,99,110,97,84,0,99,0,110,0,97,0,84,0,Trieblach,#DIV/0!
535,Zedras,14,9,57,46,33,20,14.1658,46.5556,39,38,35,47,0,39,0,38,0,35,0,47,0,Calvarienberg,#N/A
536,Gemeinde Maria Saal,,,,,,,,,1918,2056,2043,2166,1865,53,2015,41,2018,25,2137,29,0.972367049,Kohldorf,#DIV/0!
537,Arndorf,14,21,36,46,41,24,14.36,46.69,100,106,100,90,96,4,103,3,100,0,90,0,0.96,St. Martin bei Klagenfurt,0.7953667954
538,Bergl,14,21,39,46,40,9,14.3608,46.6692,20,25,19,15,15,5,21,4,19,0,15,0,0.75,St. Primus,1
539,Dellach,14,18,25,46,41,16,14.3069,46.6878,24,25,12,8,24,0,25,0,10,2,7,1,1,Schmelzhütte,#DIV/0!
540,Gröblach,14,23,2,46,41,12,14.3839,46.6867,14,22,16,15,14,0,22,0,16,0,15,0,1,Weidmannsdorf,#DIV/0!
541,Hart,14,22,35,46,41,20,14.3764,46.6889,30,29,28,19,30,0,29,0,28,0,19,0,1,Ameisbichl,#N/A
542,Höfern,14,21,23,46,43,8,14.3564,46.7189,31,29,30,33,31,0,29,0,30,0,33,0,1,Annamischl,#N/A
543,Judendorf,14,21,6,46,40,7,14.3517,46.6686,4,4,3,5,4,0,4,0,3,0,5,0,1,Eibelhof,#DIV/0!
544,Kading,14,20,34,46,41,53,14.3428,46.6981,1912,1922,1932,1942,30,0,23,0,23,0,31,0,0.0156903766,Eiersdorf,#DIV/0!
545,Karnburg,14,18,57,46,41,7,14.3158,46.6853,220,184,158,191,212,8,184,0,156,2,191,0,0.9636363636,Erlach,#DIV/0!
546,Kuchling,14,19,57,46,41,33,14.3325,46.6925,20,27,23,22,20,0,27,0,23,0,22,0,1,Freudenberg,#DIV/0!
547,Ober-Leibnitz,14,24,20,46,41,10,14.4056,46.6861,7,3,5,4,7,0,3,0,5,0,4,0,1,Goritschach,#DIV/0!
548,Lind,14,17,30,46,41,12,14.2917,46.6867,17,21,27,14,17,0,21,0,27,0,14,0,1,Haidach,#DIV/0!
549,Maria Saal,14,20,45,46,40,51,14.3458,46.6808,462,566,609,694,448,14,558,8,597,12,668,26,0.9696969697,St. Johann,0
550,Meilsberg,14,21,34,46,39,55,14.3594,46.6653,9,9,11,11,8,1,9,0,11,0,11,0,0.8888888889,Kreuth,#DIV/0!
551,Meiselberg,14,22,47,46,42,13,14.3797,46.7036,15,18,29,6,15,0,18,0,29,0,6,0,1,Kreuzergegend,#DIV/0!
552,St. Michael am Zollfeld,14,22,42,46,43,3,14.3783,46.7175,74,123,116,117,73,1,119,4,116,0,117,0,0.9864864865,Krobathen,#DIV/0!
553,Möderndorf,14,20,9,46,41,58,14.3358,46.6994,53,54,55,61,53,0,54,0,55,0,61,0,1,Lanzendorf,#DIV/0!
554,Pflugern,14,23,38,46,43,48,14.3939,46.73,32,16,9,14,32,0,16,0,9,0,14,0,1,Leibsdorf,#DIV/0!
555,Poppichl,14,18,0,46,40,9,14.3,46.6692,37,33,33,34,37,0,33,0,32,1,34,0,1,Linsenberg,#DIV/0!
556,Pörtschach am Berg,14,19,6,46,41,58,14.3183,46.6994,70,73,76,59,69,1,71,2,76,0,59,0,0.9857142857,Windisch-St. Michael (=St. Michael ob der Gurk?),#DIV/0!
557,Possau,14,23,9,46,41,56,14.3858,46.6989,69,73,72,68,67,2,73,0,72,0,68,0,0.9710144928,Pischeldorf,#DIV/0!
558,Ratzendorf,14,19,58,46,40,39,14.3328,46.6775,76,57,63,57,76,0,57,0,63,0,57,0,1,Poggersdorf,#DIV/0!
559,Rosendorf,14,22,23,46,41,40,14.3731,46.6944,29,39,37,45,29,0,39,0,37,0,45,0,1,Pubersdorf,#DIV/0!
560,Rotheis,14,23,16,46,42,45,14.3878,46.7125,24,27,35,31,22,2,26,1,35,0,31,0,0.9166666667,Rain,#DIV/0!
561,Sagrad,14,19,36,46,41,28,14.3267,46.6911,1913,1923,1933,1943,25,0,27,0,18,0,29,0,0.0130684788,Raunach,#DIV/0!
562,Stadlhof,14,23,23,46,43,49,14.3897,46.7303,0,5,29,7,0,0,5,0,29,0,7,0,#DIV/0!,Ströglach,0.1304347826
563,Stegendorf,14,17,21,46,41,23,14.2892,46.6897,10,6,0,0,10,0,6,0,0,0,0,0,1,Klein-Venedig,#DIV/0!
564,Stuttern,14,23,39,46,40,55,14.3942,46.6819,41,31,22,32,41,0,20,11,22,0,31,1,1,Wabelsdorf,#DIV/0!
565,Techmannsdorf,14,22,25,46,42,16,14.3736,46.7044,41,26,30,22,41,0,26,0,30,0,22,0,1,Wirtschach,#DIV/0!
566,Thurn,14,22,45,46,40,22,14.3792,46.6728,32,37,27,41,26,6,37,0,27,0,40,1,0.8125,Berg,#N/A
567,Töltschach,14,21,56,46,41,40,14.3656,46.6944,25,34,28,33,20,5,34,0,28,0,33,0,0.8,Goritschach,#DIV/0!
568,Treffelsdorf,14,24,17,46,42,20,14.4047,46.7056,7,0,5,0,6,1,0,0,5,0,0,0,0.8571428571,Gumisch,#DIV/0!
569,Willersdorf,14,22,33,46,42,52,14.3758,46.7144,38,48,42,70,38,0,48,0,39,3,70,0,1,Haber,#DIV/0!
570,Winklern,14,17,25,46,40,58,14.2903,46.6828,48,58,60,80,48,0,52,6,55,5,80,0,1,Kosasmojach,#DIV/0!
571,Wriessnitz,14,17,57,46,40,38,14.2992,46.6772,53,56,43,36,53,0,56,0,43,0,36,0,1,Obermieger,#DIV/0!
572,Wutschein,14,20,36,46,40,53,14.3433,46.6814,40,48,55,65,40,0,48,0,55,0,65,0,1,Untermieger,#DIV/0!
573,Zell,14,21,17,46,40,48,14.3547,46.68,27,31,25,23,24,3,29,2,25,0,23,0,0.8888888889,Obitschach,#DIV/0!
574,Zollfeld,14,21,37,46,42,8,14.3603,46.7022,64,63,70,84,64,0,63,0,70,0,84,0,1,Rottenstein,#DIV/0!
575,Gemeinde St. Martin am Techelsberg,,,,,,,,,1404,1518,1498,1404,122,1282,209,1309,397,1101,874,530,0.0868945869,Saager,#DIV/0!
576,Arndorf,14,4,46,46,39,15,14.0794,46.6542,117,127,108,86,10,107,13,114,3,105,57,29,0.0854700855,Sabuatach,#DIV/0!
577,St. Bartlmä,14,6,37,46,39,34,14.1103,46.6594,138,135,151,168,15,123,16,119,11,140,114,54,0.1086956522,Woglach (jetzt Kohldorf),0
578,Grailitz,14,4,25,46,38,23,14.0736,46.6397,1914,1924,1934,1944,4,54,6,48,27,18,33,0,0.0020898642,Ameisbichl,#N/A
579,Hadanig,14,4,39,46,38,48,14.0775,46.6467,62,64,67,60,0,62,1,63,0,67,21,39,0,Arlsdorf,#N/A
580,Karl,14,4,6,46,39,38,14.0683,46.6606,85,66,71,64,20,65,2,64,28,43,34,30,0.2352941176,Bärndorf,#N/A
581,St. Martin am Techelsberg,14,5,31,46,38,56,14.0919,46.6489,125,129,136,157,11,114,16,113,32,104,100,57,0.088,Dellach,#DIV/0!
582,Pavor,14,5,22,46,38,19,14.0894,46.6386,61,63,46,65,0,61,0,63,15,31,19,46,0,Freudenberg,#DIV/0!
583,Pernach,14,7,0,46,39,45,14.1167,46.6625,85,112,97,86,1,84,34,78,22,75,35,51,0.0117647059,Ober-Göriach,#DIV/0!
584,Saag,14,5,26,46,37,38,14.0906,46.6272,37,39,74,61,12,25,13,26,72,2,61,0,0.3243243243,Unter-Göriach,#DIV/0!
585,Schwarzendorf,14,3,50,46,38,54,14.0639,46.6483,61,72,78,69,1,60,19,53,16,62,31,38,0.0163934426,Goritschitzen,#DIV/0!
586,Sekul,14,6,44,46,38,28,14.1122,46.6411,154,156,152,140,21,133,18,138,58,94,130,10,0.1363636364,Gradenegg,#DIV/0!
587,Tiebitsch,14,5,48,46,38,4,14.0967,46.6344,109,132,126,115,8,101,10,122,35,91,80,35,0.0733944954,Hojawitsch (Kirche Pirk),#DIV/0!
588,Töpriach,14,5,27,46,39,29,14.0908,46.6581,94,113,91,90,7,87,19,94,4,87,22,68,0.0744680851,Knasweg,#DIV/0!
589,Töschling,14,6,40,46,37,29,14.1111,46.6247,55,104,136,106,2,53,9,95,54,82,88,18,0.0363636364,Krainig,#DIV/0!
590,Trabenig,14,4,3,46,38,55,14.0675,46.6486,55,50,51,35,2,53,1,49,6,45,13,22,0.0363636364,Kregab,#DIV/0!
591,Trieblach,14,6,31,46,38,51,14.1086,46.6475,86,79,69,69,3,83,13,66,14,55,36,33,0.0348837209,Unter-Linden,#DIV/0!
592,Winklern,x,,,,,,,,22,23,0,0,5,17,19,4,0,0,0,0,0.2272727273,Moosburg,#DIV/0!
593,Gemeinde St. Martin bei Klagenfurt (jetzt 12. Bezirk von Klagenfurt),,,,,,,,,935,1088,1270,1705,790,145,1014,74,1270,0,1474,231,0.8449197861,Nussberg,#DIV/0!
594,Calvarienberg,14,17,32,46,38,18,14.2922,46.6383,184,226,250,342,180,4,219,7,250,0,330,12,0.9782608696,St. Peter,0.0526315789
595,Gösseling,x,,,,,,,,1915,1925,1935,1945,99,7,64,0,125,0,183,14,0.0516971279,Prosintschach,#DIV/0!
596,Kohldorf,14,16,32,46,37,28,14.2756,46.6244,131,133,174,169,108,23,106,27,174,0,122,47,0.8244274809,Ratzenegg,#DIV/0!
597,St. Martin bei Klagenfurt,14,16,46,46,37,36,14.2794,46.6267,259,259,309,451,206,53,249,10,309,0,409,42,0.7953667954,Rosenau,#DIV/0!
598,St. Primus,14,16,33,46,38,19,14.2758,46.6386,26,36,28,32,20,6,36,0,28,0,32,0,0.7692307692,Seigbichl,#DIV/0!
599,Schmelzhütte,,,,,,,14.2958,46.5995,8,11,8,95,8,0,11,0,8,0,68,27,1,Simislau,#DIV/0!
600,Weidmannsdorf,14,16,20,46,36,36,14.2722,46.61,221,359,376,419,169,52,329,30,376,0,330,89,0.7647058824,Stallhofen,0.1304347826
601,Gemeinde Windisch-St. Michael,,,,,,,,,1588,1498,1482,1464,84,1504,92,1406,193,1289,600,864,0.0528967254,Tigring,0
602,Ameisbichl,14,31,29,46,39,56,14.5247,46.6656,39,38,28,23,0,39,0,38,0,28,14,9,0,Tuderschitz,#DIV/0!
603,Annamischl,14,28,44,46,40,49,14.4789,46.6803,36,34,35,41,0,36,0,34,0,35,7,34,0,Vögelitz,#DIV/0!
604,Eibelhof,14,26,22,46,40,18,14.4394,46.6717,3,3,3,5,3,0,3,0,0,3,5,0,1,Wielen,#DIV/0!
605,Eiersdorf,14,31,13,46,39,33,14.5203,46.6592,85,97,98,92,0,85,0,97,0,98,13,79,0,Windischbach,#DIV/0!
606,Erlach,14,26,29,46,39,43,14.4414,46.6619,13,17,17,11,0,13,0,17,0,17,1,10,0,Windischbach Gegend,#DIV/0!
607,Freudenberg,14,27,10,46,41,51,14.4528,46.6975,0,0,0,0,0,0,0,0,0,0,0,0,#DIV/0!,Witsch,#DIV/0!
608,Goritschach,14,30,0,46,39,42,14.5,46.6617,52,50,49,45,1,51,0,50,0,49,9,36,0.0192307692,Ziegelsdorf,0
609,Haidach,14,25,34,46,38,17,14.4261,46.6381,36,40,36,38,1,35,6,34,18,18,22,16,0.0277777778,Eixendorf,#DIV/0!
610,St. Johann,14,28,2,46,38,44,14.4672,46.6456,87,83,79,88,0,87,0,83,0,79,34,54,0,Gammersdorf,0
611,Kreuth,14,26,55,46,40,45,14.4486,46.6792,12,14,43,48,0,12,4,10,10,33,44,4,0,Göriach,#DIV/0!
612,Kreuzergegend,14,31,53,46,39,23,14.5314,46.6564,1916,1926,1936,1946,3,27,0,26,0,20,2,12,0.001565762,Groß-Görtschach,#DIV/0!
613,Krobathen,14,29,8,46,41,27,14.4856,46.6908,30,26,25,19,0,30,2,24,1,24,10,9,0,Gröblach,#DIV/0!
614,Lanzendorf,14,26,54,46,39,17,14.4483,46.6547,70,59,52,54,1,69,0,59,0,52,24,30,0.0142857143,Haag,#DIV/0!
615,Leibsdorf,14,28,36,46,39,15,14.4767,46.6542,225,215,196,180,0,225,0,215,69,127,46,134,0,Kronawet,#DIV/0!
616,Linsenberg,14,27,58,46,40,19,14.4661,46.6719,126,125,114,95,0,126,0,125,0,114,29,66,0,Latschach,#DIV/0!
