location_id,Name,long_deg,lon_min,lon_sec,lat_deg,lat_min,lat_sec,longitude,latitude,p_1880,p_1890,p_1900,p_1910,G_1880,S_1880,G_1890,S_1890,D_1900,S_1900,G_1910,S_1910,prob,places,
1299,Petschnitzen,13,56,58,46,34,44,13.9494,46.5789,64,89,71,62,0,64,9,80,1,70,0,62,0,Seezipf (=Seespitz),#DIV/0!
1300,Pirk,13,59,52,46,33,29,13.9978,46.5581,77,76,90,90,0,77,4,72,4,86,0,90,0,Stöckelweingarten,0.1304347826
1301,Raun,14,0,56,46,33,40,14.0156,46.5611,61,63,62,71,0,61,0,63,0,62,2,69,0,Töbring,0
1302,Rosegg,14,1,9,46,35,26,14.0192,46.5906,26,30,36,25,17,9,21,9,13,23,10,15,0.6538461538,Treffen,#DIV/0!
1303,Gemeinde Velden,,,,,,,,,534,587,639,835,82,452,386,201,493,146,680,155,0.1535580524,Verditz,#DIV/0!
1304,Göriach,14,2,26,46,37,35,14.0406,46.6264,102,115,98,123,0,102,3,112,27,71,43,80,0,Winklern,#DIV/0!
1305,Kranzelhofen,14,2,1,46,37,26,14.0336,46.6239,65,60,68,66,0,65,11,49,11,57,18,48,0,St. Agathen,1
1306,Velden,14,2,33,46,36,56,14.0425,46.6156,304,336,403,572,80,224,328,8,401,2,564,8,0.2631578947,Perau,#DIV/0!
1307,Unter-Winklern,14,3,13,46,37,22,14.0536,46.6228,63,76,70,74,2,61,44,32,54,16,55,19,0.0317460317,Seebach,#DIV/0!
1308,,,,,,,,,,0,0,0,0,,,,,,,,,#DIV/0!,Villach,#DIV/0!
1309,Gerichtsbezirk Villach,,,,,,,,,1957,1967,1977,1987,,,,,,,,,0,Damtschach,#DIV/0!
1310,Gemeinde Afritz,,,,,,,,,830,864,895,967,830,0,864,0,895,0,966,1,1,Dragnitz,#DIV/0!
1311,Afritz,13,47,58,46,43,39,13.7994,46.7275,183,188,237,263,183,0,188,0,237,0,263,0,1,Duel,#DIV/0!
1312,Berg ob Afritz,13,48,0,46,44,1,13.8,46.7336,67,81,80,91,67,0,81,0,80,0,91,0,1,Föderlach (Föderlach II),#DIV/0!
1313,Gassen,13,47,15,46,43,39,13.7875,46.7275,90,79,83,94,90,0,79,0,83,0,94,0,1,Goritschach,#DIV/0!
1314,Kraa,13,47,33,46,43,30,13.7925,46.725,140,169,188,195,140,0,169,0,188,0,195,0,1,Gottesthal,#DIV/0!
1315,Lierzberg,13,45,41,46,44,34,13.7614,46.7428,49,74,65,56,49,0,74,0,65,0,56,0,1,Kaltschach,#DIV/0!
1316,Scherzboden,13,46,48,46,43,39,13.78,46.7275,130,100,80,88,130,0,100,0,80,0,87,1,1,Kantnig,#DIV/0!
1317,Tassach,13,48,39,46,44,27,13.8108,46.7408,58,53,51,63,58,0,53,0,51,0,63,0,1,Kletschach,#DIV/0!
1318,Tauchenberg,13,47,44,46,44,30,13.7956,46.7417,44,45,52,54,44,0,45,0,52,0,54,0,1,Krottendorf,#DIV/0!
1319,Tobitsch,13,46,53,46,44,34,13.7814,46.7428,69,75,59,63,69,0,75,0,59,0,63,0,1,Lichtpold,#DIV/0!
1320,Gemeinde Arriach,,,,,,,,,1077,1104,1088,1188,1077,0,1104,0,1088,0,1178,10,1,Neudorf,#DIV/0!
1321,Arriach,13,50,57,46,43,50,13.8492,46.7306,232,213,214,275,232,0,213,0,214,0,275,0,1,Ragain,#DIV/0!
1322,Berg ob Arriach,13,52,10,46,44,11,13.8694,46.7364,55,78,73,72,55,0,78,0,73,0,72,0,1,Rajach,#DIV/0!
1323,Buchholz,13,50,26,46,42,56,13.8406,46.7156,24,32,51,26,24,0,32,0,51,0,26,0,1,Sand,#DIV/0!
1324,Dreihofen,13,49,37,46,43,24,13.8269,46.7233,35,49,59,52,35,0,49,0,59,0,51,1,1,Schleben,#DIV/0!
1325,Hundsdorf,13,51,56,46,43,39,13.8656,46.7275,81,79,88,83,81,0,79,0,88,0,83,0,1,Stallhofen,0.1304347826
1326,Laastadt,13,51,1,46,44,35,13.8503,46.7431,1958,1968,1978,1988,172,0,162,0,152,0,153,0,0.0878447395,Sternberg,0.1304347826
1327,Sauboden,13,50,53,46,44,5,13.8481,46.7347,14,21,16,27,14,0,21,0,16,0,27,0,1,Terlach,0
1328,Hinter-Sauerwald,13,53,31,46,42,58,13.8919,46.7161,11,17,7,16,11,0,17,0,7,0,16,0,1,Trabenig,#DIV/0!
1329,Vorder-Sauerwald,13,53,31,46,42,58,13.8919,46.7161,11,6,7,29,11,0,6,0,7,0,20,9,1,Trauntschen (Drautschen),#DIV/0!
1330,Stadt,13,53,52,46,43,49,13.8978,46.7303,75,89,73,94,75,0,89,0,73,0,94,0,1,St. Ulrich,0
1331,Tassach bei Hundsdorf,13,48,37,46,44,27,13.8103,46.7408,9,21,23,22,9,0,21,0,23,0,22,0,1,Umberg,#DIV/0!
1332,Hinter-Winkl,13,54,1,46,44,42,13.9003,46.745,86,85,79,74,86,0,85,0,79,0,74,0,1,Weinzierl,#DIV/0!
1333,Vorder-Winkl,13,52,56,46,44,39,13.8822,46.7442,83,59,62,66,83,0,59,0,62,0,66,0,1,Wernberg (=Ober-Wernberg),#DIV/0!
1334,Ober-Wöllan,13,49,0,46,44,7,13.8167,46.7353,87,91,82,92,87,0,91,0,82,0,92,0,1,Zettin,0
1335,Unter-Wöllan,13,50,6,46,43,51,13.835,46.7308,102,102,102,107,102,0,102,0,102,0,107,0,1,Burgstall left border,#N/A
1336,Gemeinde Bleiberg,,,,,,,,,3818,3584,3423,3314,3818,0,3584,0,3337,86,3293,21,1,Burgstall right border,#N/A
1337,Bleiberg,13,41,17,46,37,26,13.6881,46.6239,766,817,683,614,766,0,817,0,678,5,609,5,1,Pölling,#DIV/0!
1338,Bleiberg Kreuth,13,37,28,46,37,44,13.6244,46.6289,1866,1676,1576,1539,1866,0,1676,0,1519,57,1526,13,1,Aich,#N/A
1339,Bleiberg Nötsch,13,39,52,46,37,33,13.6644,46.6258,487,436,495,471,487,0,436,0,476,19,471,0,1,St. Andrä,1
1340,Hüttendorf,13,41,56,46,37,25,13.6989,46.6236,416,427,412,437,416,0,427,0,408,4,434,3,1,Baiersdorf,#N/A
1341,Kadutschen,13,43,59,46,37,37,13.7331,46.6269,283,228,257,253,283,0,228,0,256,1,253,0,1,Blintendorf,#N/A
1342,Gemeinde Feld,,,,,,,,,516,534,537,586,516,0,533,1,537,0,584,2,1,Unter-Bruckendorf,#DIV/0!
1343,Erlach,13,45,18,46,45,47,13.755,46.7631,1959,1969,1979,1989,44,0,42,0,41,0,45,0,0.022460439,Dellach,#DIV/0!
1344,Feld,13,44,49,46,46,32,13.7469,46.7756,97,112,150,164,97,0,112,0,150,0,164,0,1,St. Donat,1
1345,Rauth,13,45,38,46,45,54,13.7606,46.765,211,211,216,210,211,0,211,0,216,0,210,0,1,Drassendorf,#DIV/0!
1346,Schattseite,13,43,42,46,47,13,13.7283,46.7869,60,63,49,71,60,0,63,0,49,0,69,2,1,Firming,#DIV/0!
1347,Untersee,13,46,16,46,44,33,13.7711,46.7425,36,31,28,35,36,0,30,1,28,0,35,0,1,Garzern,0
1348,Wiesen,13,45,32,46,45,18,13.7589,46.755,68,75,53,61,68,0,75,0,53,0,61,0,1,St. Georgen am Längsee,1
1349,Gemeinde Finkenstein,,,,,,,,,3495,3627,3665,3829,131,3364,217,3410,295,3370,1774,2055,0.0374821173,Glandorf,#DIV/0!
1350,Ober-Aichwald,13,56,6,46,33,30,13.935,46.5583,191,192,198,218,13,178,6,186,5,193,66,152,0.0680628272,Goggerwenig,#DIV/0!
1351,Unter-Aichwald,13,56,46,46,33,26,13.9461,46.5572,183,185,199,180,15,168,5,180,16,183,67,113,0.0819672131,Gösseling,#DIV/0!
1352,Faak,13,54,17,46,34,12,13.9047,46.57,265,255,229,273,0,265,0,255,8,221,129,144,0,Kreutern,#DIV/0!
1353,Alt-Finkenstein,13,54,8,46,32,45,13.9022,46.5458,144,150,131,112,1,143,5,145,4,127,52,60,0.0069444444,Krottendorf,#DIV/0!
1354,Fürnitz,13,49,26,46,33,45,13.8239,46.5625,207,272,320,316,15,192,49,223,82,238,105,211,0.0724637681,Labon,#DIV/0!
1355,Gödersdorf,13,50,58,46,33,46,13.8494,46.5628,145,167,164,148,0,145,4,163,4,160,93,55,0,Unter-Latschach,#DIV/0!
1356,Goritschach,13,51,37,46,33,12,13.8603,46.5533,137,146,149,134,0,137,0,146,3,146,53,81,0,Launsdorf,#DIV/0!
1357,Ober-Greuth (von geonames.org),13,56,0,46,32,0,13.9333,46.5333,27,10,17,4,0,27,0,10,0,17,0,4,0,Maigern,#DIV/0!
1358,Unter-Greuth,13,56,18,46,32,47,13.9383,46.5464,115,110,111,99,0,115,0,110,0,111,17,82,0,Mannsberg,#DIV/0!
1359,Höfling,13,52,38,46,34,13,13.8772,46.5703,58,44,33,47,11,47,2,42,0,33,15,32,0.1896551724,Marist,#DIV/0!
1360,St. Job,13,49,10,46,32,59,13.8194,46.5497,1960,1970,1980,1990,0,136,3,118,6,132,90,29,0,St. Martin,0.0090909091
1361,Korpitsch,13,48,16,46,32,42,13.8044,46.545,182,193,179,155,17,165,21,172,18,161,40,115,0.0934065934,Milbersdorf,#DIV/0!
1362,Latschach,13,55,40,46,33,24,13.9278,46.5567,96,84,85,83,1,95,4,80,9,76,30,53,0.0104166667,Unter-Mühlbach,#DIV/0!
1363,Mallestig (= jetzt Finkenstein!),13,52,17,46,33,41,13.8714,46.5614,415,473,451,481,1,414,12,461,25,426,296,185,0.0024096386,Hochosterwitz,#DIV/0!
1364,Müllnern,13,51,9,46,34,12,13.8525,46.57,133,128,128,250,24,109,29,99,43,85,220,30,0.1804511278,Niederosterwitz,#DIV/0!
1365,Neufinkenstein (Schloss Neufinkenstein),13,51,4,46,33,50,13.8511,46.5639,17,0,15,0,0,17,0,0,0,15,0,0,0,St. Peter,0.0526315789
1366,Outschena,13,55,39,46,32,17,13.9275,46.5381,87,103,105,84,4,83,8,95,9,96,20,64,0.0459770115,Pflugern,#DIV/0!
1367,Pogöriach,13,54,3,46,33,21,13.9008,46.5558,135,164,161,154,1,134,5,159,0,161,55,99,0.0074074074,Podeblach,#DIV/0!
1368,Ober-Rain,13,48,17,46,33,38,13.8047,46.5606,80,71,86,93,2,78,16,55,21,65,66,27,0.025,Pölling,#DIV/0!
1369,Unter-Rain,13,48,28,46,33,36,13.8078,46.56,99,69,78,86,17,82,20,49,20,58,73,13,0.1717171717,Rain,#DIV/0!
1370,Ratnitz,13,54,50,46,33,23,13.9139,46.5564,47,44,39,46,0,47,0,44,5,34,21,25,0,Reipersdorf,#DIV/0!
1371,Sigmontitsch,13,48,59,46,33,12,13.8164,46.5533,81,97,96,111,1,80,11,86,6,90,0,111,0.012345679,Ritzendorf,#DIV/0!
1372,St. Stefan (= jetzt Kirche in Finkenstein),13,52,11,46,34,10,13.8697,46.5694,211,227,236,296,7,204,4,223,6,230,134,162,0.0331753555,Rottenstein,#DIV/0!
1373,Stobitzen,13,50,23,46,33,41,13.8397,46.5614,34,36,39,46,1,33,10,26,4,35,37,9,0.0294117647,Scheifling,#DIV/0!
1374,Susalitsch,13,50,15,46,33,2,13.8375,46.5506,85,80,76,92,0,85,0,80,0,76,9,83,0,St. Sebastian,1
1375,Ober-Techanting,13,51,20,46,33,25,13.8556,46.5569,52,48,55,73,0,52,0,48,0,55,26,47,0,Siebenaich,#DIV/0!
1376,Unter-Techanting,13,51,20,46,33,25,13.8556,46.5569,133,158,147,129,0,133,3,155,1,146,60,69,0,Taggenbrunn,0
1377,Gemeinde Landskron,,,,,,,,,1961,1971,1981,1991,2198,0,2671,6,3143,7,4366,101,1.1208567058,Thalsdorf,0
1378,St. Andrä,13,53,24,46,38,36,13.89,46.6433,84,83,157,173,84,0,83,0,157,0,173,0,1,Töplach,0
1379,Gratschach,13,53,47,46,38,20,13.8964,46.6389,134,170,173,146,134,0,170,0,173,0,145,1,1,Tschirnig,#DIV/0!
1380,Gritschach,13,50,11,46,38,7,13.8364,46.6353,100,11,125,192,100,0,11,0,125,0,191,1,1,Weindorf,#DIV/0!
1381,Heiligen Gstadt,13,56,12,46,36,14,13.9367,46.6039,57,82,48,49,57,0,82,0,48,0,49,0,1,Wiendorf,#DIV/0!
1382,Kumitz,13,52,18,46,38,29,13.8717,46.6414,62,99,95,148,62,0,99,0,95,0,148,0,1,Zeusberg,0
1383,Lauz,x,,,,,,,,20,28,30,22,20,0,28,0,30,0,22,0,1,Berndorf,#N/A
1384,St. Leonhard,13,51,7,46,37,37,13.8519,46.6269,207,371,526,750,207,0,371,0,526,0,711,39,1,Hardegg,#DIV/0!
1385,St. Magdalen,13,53,21,46,36,44,13.8892,46.6122,133,116,116,740,133,0,116,0,116,0,682,58,1,Loberhof,#DIV/0!
1386,St. Michael,13,54,4,46,37,42,13.9011,46.6283,88,92,97,87,88,0,92,0,97,0,85,2,1,Metschach,#DIV/0!
1387,Rennstein,13,50,21,46,37,44,13.8392,46.6289,34,35,50,61,34,0,35,0,50,0,61,0,1,Moos,#DIV/0!
1388,St. Ruprecht,13,52,11,46,38,49,13.8697,46.6469,104,98,124,129,104,0,98,0,124,0,129,0,1,St. Peter am Bichl,0.0458094742
1389,Seebach,13,51,48,46,37,4,13.8633,46.6178,283,442,505,643,283,0,436,6,505,0,643,0,1,Rohnsdorf,#DIV/0!
1390,Trauntschen (Drautschen),13,55,4,46,37,13,13.9178,46.6203,20,22,32,31,20,0,22,0,32,0,31,0,1,Weitensfeld,#DIV/0!
1391,Urlaken,13,52,46,46,38,23,13.8794,46.6397,128,139,173,255,128,0,139,0,173,0,255,0,1,Zmuln,0
1392,Groß-Vassach,13,50,49,46,37,55,13.8469,46.6319,174,209,215,237,174,0,209,0,215,0,237,0,1,Zweikirchen,1
1393,Klein-Vassach,13,50,56,46,38,12,13.8489,46.6367,141,178,217,333,141,0,178,0,217,0,333,0,1,Affelsdorf,#N/A
1394,Ober-Wollanig,13,48,54,46,38,36,13.815,46.6433,1962,1972,1982,1992,185,0,193,0,187,0,161,0,0.0942915392,Arndorf,#N/A
1395,Unter-Wollanig,13,49,38,46,38,27,13.8272,46.6408,148,177,163,180,148,0,177,0,163,0,180,0,1,Baierdorf (Baardorf),#N/A
1396,Zauchen,13,54,37,46,37,28,13.9103,46.6244,96,132,117,130,96,0,132,0,110,7,130,0,1,Baintratten,#N/A
1397,Gemeinde Maria Gail,,,,,,,,,1313,1375,1486,1585,54,1259,59,1316,140,1346,908,677,0.0411271896,Blintendorf,#N/A
1398,Bogenfeld,13,56,29,46,35,27,13.9414,46.5908,177,179,189,195,0,177,7,172,9,180,50,145,0,Dellach,#DIV/0!
1399,Dobrava,13,52,45,46,35,35,13.8792,46.5931,47,48,56,54,0,47,0,48,0,56,22,32,0,Draschelbach,#DIV/0!
1400,Drau (= St. Nikolai an der Drau),13,56,37,46,35,59,13.9436,46.5997,115,104,103,106,0,115,3,101,12,91,60,46,0,Galling,0
1401,Drobollach,13,55,0,46,35,18,13.9167,46.5883,159,154,165,181,2,157,1,153,6,159,142,39,0.0125786164,Gersdorf,#DIV/0!
1402,Duel,13,53,53,46,36,23,13.8981,46.6064,29,30,25,27,3,26,0,30,2,23,15,12,0.1034482759,Holz,#DIV/0!
1403,Egg,13,56,6,46,35,10,13.935,46.5861,123,117,123,131,0,123,0,117,6,117,51,80,0,Hörzendorf,#DIV/0!
1404,Graschitz,13,56,50,46,35,50,13.9472,46.5972,71,58,69,69,3,68,0,58,1,68,21,48,0.0422535211,Karlsberg,#DIV/0!
1405,Greuth,13,54,32,46,35,27,13.9089,46.5908,33,45,51,47,0,33,0,45,0,51,37,10,0,Laasdorf,#DIV/0!
1406,Kratschach,13,54,53,46,35,52,13.9147,46.5978,85,102,109,87,3,82,4,98,2,107,52,35,0.0352941176,Lebmach,#DIV/0!
1407,Maria Gail,13,52,34,46,35,57,13.8761,46.5992,100,109,136,149,15,85,9,100,34,102,89,60,0.15,Muraunberg,#DIV/0!
1408,Prossowitsch,13,53,3,46,36,8,13.8842,46.6022,104,115,117,114,3,101,6,109,9,108,56,58,0.0288461538,Niederdorf,#DIV/0!
1409,Groß-Sattel,13,55,9,46,36,14,13.9192,46.6039,81,88,77,78,10,71,0,88,10,67,41,37,0.1234567901,Pörtschach am Berg,#DIV/0!
1410,Klein-Sattel,13,53,40,46,36,13,13.8944,46.6036,35,34,33,45,3,32,12,22,14,19,19,26,0.0857142857,Preilitz,#DIV/0!
1411,Serei,13,54,15,46,35,48,13.9042,46.5967,1963,1973,1983,1993,1,18,0,24,2,21,19,0,0.0005094244,Prikalitz,#DIV/0!
1412,Tschinowitsch,13,51,26,46,35,26,13.8572,46.5906,45,61,96,139,9,36,9,52,16,80,121,18,0.2,Projern,#DIV/0!
1413,Turdanitsch,13,51,29,46,35,32,13.8581,46.5922,90,107,114,144,2,88,8,99,17,97,113,31,0.0222222222,Radweg,#DIV/0!
1414,Gemeinde St. Martin,,,,,,,,,3036,3670,4496,4938,3030,6,3473,197,4447,49,4895,43,0.9980237154,Raggersaal,#DIV/0!
1415,Auen,13,50,37,46,35,27,13.8436,46.5908,16,18,26,95,16,0,18,0,26,0,95,0,1,Streinberg,0.1304347826
1416,Ober-Federaun,13,48,41,46,34,26,13.8114,46.5739,68,82,58,53,68,0,68,14,56,2,53,0,1,Tanzenberg,0
1417,Unter-Federaun,13,48,39,46,34,13,13.8108,46.5703,81,115,108,89,81,0,109,6,89,19,89,0,1,Ulrichsberg,#DIV/0!
1418,Obere-Fellach,13,48,29,46,37,48,13.8081,46.63,333,308,309,325,333,0,308,0,309,0,325,0,1,Unterbergen,#DIV/0!
1419,Untere-Fellach,13,49,40,46,37,41,13.8278,46.6281,371,532,536,501,371,0,529,3,534,2,501,0,1,Unterwühr,#DIV/0!
1420,St. Georgen,13,48,15,46,37,8,13.8042,46.6189,135,140,151,166,135,0,140,0,151,0,165,1,1,Wainz,#DIV/0!
1421,Goritschach,13,48,31,46,36,35,13.8086,46.6097,100,107,112,133,100,0,106,1,112,0,133,0,1,Zwischenbergen,1
1422,Heiligengeist,13,44,42,46,37,8,13.745,46.6189,311,311,285,277,311,0,310,1,285,0,277,0,1,Beissendorf,#N/A
1423,St. Johann = Kirche in Stadtteil Völkendorf,13,49,19,46,36,7,13.8219,46.6019,67,109,127,227,67,0,109,0,127,0,227,0,1,Feistritz,#DIV/0!
1424,Judendorf,13,49,21,46,35,47,13.8225,46.5964,387,409,431,535,387,0,409,0,426,5,535,0,1,Glantschach,#DIV/0!
1425,St. Martin,13,50,1,46,37,5,13.8336,46.6181,332,443,891,717,331,1,441,2,888,3,679,38,0.9969879518,Hohenstein,#DIV/0!
1426,Möltschach,13,48,43,46,36,12,13.8119,46.6033,69,90,115,121,68,1,90,0,115,0,121,0,0.9855072464,Kulm,#DIV/0!
1427,Pogöriach,13,47,46,46,36,59,13.7961,46.6164,168,156,172,160,168,0,156,0,172,0,160,0,1,Lebmach,#DIV/0!
1428,Ober-Schütt,13,45,25,46,34,4,13.7569,46.5678,1964,1974,1984,1994,107,3,31,68,95,0,117,4,0.0544806517,St. Leonhard,1
1429,Unter-Schütt,13,47,6,46,34,10,13.785,46.5694,87,109,85,90,86,1,20,89,73,12,90,0,0.9885057471,Liebenfels,#DIV/0!
1430,Völkendorf,13,49,19,46,36,7,13.8219,46.6019,401,642,995,1328,401,0,629,13,989,6,1328,0,1,Mailsberg,#DIV/0!
1431,Gemeinde Treffen,,,,,,,,,2341,2335,2439,2771,2341,0,2293,42,2427,12,2770,1,1,Miedling,#DIV/0!
1432,Annenheim,13,54,8,46,39,36,13.9022,46.66,0,0,0,86,0,0,0,0,0,0,86,0,#DIV/0!,Pulst,#DIV/0!
1433,Buchholz,13,50,16,46,41,56,13.8378,46.6989,128,106,124,122,128,0,106,0,124,0,122,0,1,Puppitsch,#DIV/0!
1434,Deutschberg,13,56,23,46,40,34,13.9397,46.6761,143,153,139,142,143,0,142,11,139,0,142,0,1,Radelsdorf,#DIV/0!
1435,Eichholz,13,50,47,46,39,21,13.8464,46.6558,29,35,33,0,29,0,33,2,33,0,0,0,1,Rohnsdorf,#DIV/0!
1436,Äußere-Einöde,13,49,29,46,41,46,13.8247,46.6961,94,127,160,171,94,0,127,0,159,1,171,0,1,Rosenbichl,#DIV/0!
1437,Innere-Einöde,13,49,28,46,42,39,13.8244,46.7108,44,31,20,46,44,0,31,0,20,0,46,0,1,Tschadam,#DIV/0!
1438,Görtschach,13,50,46,46,40,2,13.8461,46.6672,96,117,118,0,96,0,112,5,118,0,0,0,1,Waggendorf,#DIV/0!
1439,Köttwein,13,50,48,46,40,30,13.8467,46.675,162,150,167,76,162,0,145,5,167,0,76,0,1,Woitsch,0
1440,Lötschenberg,13,49,7,46,41,44,13.8186,46.6956,111,81,83,82,111,0,81,0,83,0,82,0,1,St. Veit,1
1441,Niederdorf,13,52,29,46,39,21,13.8747,46.6558,110,115,104,74,110,0,115,0,104,0,74,0,1,Dietrichstein,#DIV/0!
1442,Oberdorf,13,52,10,46,39,35,13.8694,46.6597,60,41,38,0,60,0,41,0,38,0,0,0,1,Dobra,#DIV/0!
1443,Ossiachberg,13,54,34,46,40,3,13.9094,46.6675,95,82,61,54,95,0,82,0,61,0,54,0,1,Elbling,#DIV/0!
1444,Pölling,13,51,53,46,40,58,13.8647,46.6828,103,94,100,81,103,0,94,0,100,0,81,0,1,Feistritz,#DIV/0!
1445,Retzen,13,49,43,46,40,44,13.8286,46.6789,1965,1975,1985,1995,0,0,0,0,0,0,62,0,0,Feldkirchen,#DIV/0!
1446,Sattendorf,13,54,53,46,39,44,13.9147,46.6622,159,222,223,117,159,0,219,3,223,0,117,0,1,Förolach,#DIV/0!
1447,Sauerwald,13,53,31,46,42,58,13.8919,46.7161,43,33,25,29,43,0,33,0,25,0,29,0,1,Glan,#DIV/0!
1448,Schattenberg,13,48,14,46,42,44,13.8039,46.7122,22,13,8,14,22,0,13,0,8,0,14,0,1,Guttaring,#DIV/0!
1449,Seezipf (=Seespitz),13,52,48,46,39,27,13.88,46.6575,0,0,0,56,0,0,0,0,0,0,56,0,#DIV/0!,Haiden,#DIV/0!
1450,Stöckelweingarten,13,56,28,46,40,13,13.9411,46.6703,84,76,90,106,84,0,75,1,89,1,106,0,1,Klausen,#DIV/0!
1451,Töbring,13,51,22,46,39,43,13.8561,46.6619,159,183,210,243,159,0,173,10,210,0,242,1,1,Kofl,#DIV/0!
1452,Treffen,13,51,20,46,40,11,13.8556,46.6697,352,352,414,857,352,0,349,3,414,0,857,0,1,Krahberg,#DIV/0!
1453,Verditz,13,48,14,46,42,44,13.8039,46.7122,143,148,130,126,143,0,146,2,129,1,126,0,1,Lang,#DIV/0!
1454,Winklern,13,49,39,46,40,59,13.8275,46.6831,204,176,192,227,204,0,176,0,183,9,227,0,1,Leinig,#DIV/0!
1455,Gemeinde Villach,,,,,,,,,5505,6915,8447,13672,5475,30,6683,232,8356,91,13638,34,0.9945504087,Lendorf,#DIV/0!
1456,St. Agathen,13,52,19,46,36,50,13.8719,46.6139,42,54,41,74,42,0,54,0,41,0,74,0,1,Liebetig,#DIV/0!
1457,Perau,13,51,45,46,36,28,13.8625,46.6078,281,339,463,333,280,1,331,8,441,22,332,1,0.9964412811,Metzing,#DIV/0!
1458,Seebach,13,51,49,46,37,4,13.8636,46.6178,35,44,25,28,35,0,39,5,25,0,27,1,1,Poitschach,#DIV/0!
1459,Villach,13,50,38,46,36,34,13.8439,46.6094,5147,6478,7918,13237,5118,29,6259,219,7849,69,13205,32,0.9943656499,Powirtschach,#DIV/0!
1460,Gemeinde Wernberg,,,,,,,,,2204,2342,2247,2326,590,1614,859,1483,896,1351,654,1672,0.2676950998,Praschig,#DIV/0!
1461,Damtschach,13,57,58,46,37,45,13.9661,46.6292,106,122,94,92,51,55,62,60,59,35,38,54,0.4811320755,Rabensdorf,#DIV/0!
1462,Dragnitz,13,56,30,46,36,26,13.9417,46.6072,1966,1976,1986,1996,4,30,2,33,0,26,0,40,0.002034588,Raunach,#DIV/0!
1463,Duel,13,57,12,46,36,17,13.9533,46.6047,115,118,102,91,11,104,16,102,30,72,20,71,0.0956521739,Unter-Rein,#DIV/0!
1464,Föderlach (Föderlach II),13,57,47,46,35,52,13.9631,46.5978,109,135,149,134,16,93,51,84,60,89,47,87,0.1467889908,Rennweg,#DIV/0!
1465,Goritschach,13,57,15,46,36,29,13.9542,46.6081,75,82,88,90,0,75,11,71,17,71,29,61,0,Rottendorf,#DIV/0!
1466,Gottesthal,13,56,14,46,36,47,13.9372,46.6131,130,121,128,111,12,118,40,81,57,71,26,85,0.0923076923,St. Ruprecht,0.3494623656
1467,Kaltschach,13,57,22,46,37,15,13.9561,46.6208,133,142,122,152,13,120,50,92,44,78,28,124,0.0977443609,Seitenberg,#DIV/0!
1468,Kantnig,13,59,24,46,37,9,13.99,46.6192,91,56,76,73,10,81,9,47,21,55,21,52,0.1098901099,Tschahitsch (Kirchenruine bei St. Stefan ob Waiern),#DIV/0!
1469,Kletschach,13,58,7,46,36,26,13.9686,46.6072,37,34,24,26,13,24,18,16,17,7,18,8,0.3513513514,Tschwarzen,#DIV/0!
1470,Krottendorf,13,58,38,46,37,3,13.9772,46.6175,35,30,32,32,13,22,4,26,9,23,0,32,0.3714285714,St. Ulrich,0
1471,Lichtpold,13,58,30,46,36,54,13.975,46.615,40,51,49,61,5,35,8,43,13,36,8,53,0.125,Waiern,#DIV/0!
1472,Neudorf,13,57,46,46,36,36,13.9628,46.61,85,109,71,75,5,80,15,94,15,56,2,73,0.0588235294,Weith,#DIV/0!
1473,Ragain,13,56,51,46,38,19,13.9475,46.6386,93,113,96,112,27,66,32,81,28,68,12,100,0.2903225806,Deblach,#DIV/0!
1474,Rajach,14,0,2,46,36,45,14.0006,46.6125,0,30,31,36,0,0,0,30,0,31,0,36,#DIV/0!,Friedlach,#DIV/0!
1475,Sand,13,58,35,46,37,14,13.9764,46.6206,60,62,74,58,0,60,6,56,2,72,3,55,0,Glanegg,#DIV/0!
1476,Schleben,13,55,56,46,37,15,13.9322,46.6208,41,45,40,43,5,36,8,37,2,38,1,42,0.1219512195,Glantscha,#DIV/0!
1477,Stallhofen,13,58,12,46,38,8,13.97,46.6356,98,74,93,86,8,90,13,61,15,78,1,85,0.0816326531,Grintschach,#DIV/0!
1478,Sternberg,13,59,32,46,37,32,13.9922,46.6256,87,94,89,79,0,87,17,77,4,85,5,74,0,Kadöll,#DIV/0!
1479,Terlach,13,58,34,46,37,31,13.9761,46.6253,1967,1977,1987,1997,29,72,45,35,32,48,12,59,0.0147432639,Krobathen,#DIV/0!
1480,Trabenig,13,56,58,46,37,48,13.9494,46.63,130,141,118,143,22,108,25,116,22,96,39,104,0.1692307692,Mauthbrucken (Mautbrücken),#DIV/0!
1481,Trauntschen (Drautschen),13,55,4,46,37,13,13.9178,46.6203,27,50,49,59,24,3,48,2,49,0,47,12,0.8888888889,Paindorf,#DIV/0!
1482,St. Ulrich,13,54,46,46,36,32,13.9128,46.6089,207,214,202,222,156,51,199,15,202,0,188,34,0.7536231884,Rottendorf,#DIV/0!
1483,Umberg,13,57,31,46,38,21,13.9586,46.6392,125,147,132,121,13,112,32,115,20,112,9,112,0.104,Schwambach,#DIV/0!
1484,Weinzierl,14,0,5,46,37,0,14.0014,46.6167,49,58,51,62,0,49,1,57,1,50,5,57,0,Bach,#N/A
1485,Wernberg (=Ober-Wernberg),13,56,21,46,37,27,13.9392,46.6242,177,181,212,236,149,28,143,38,170,42,95,141,0.8418079096,Flatschach,#DIV/0!
1486,Zettin,13,56,45,46,36,48,13.9458,46.6133,19,18,19,21,4,15,4,14,7,12,0,21,0.2105263158,St. Gandolf,0.027027027
